line_name,bus0,bus1,Length(km),Line Resistance (Ohm),Line Inductive Reactance (Ohm),Line Shunt Susceptance (Siemens),s_nom (MVA)
Barapukuria_132kVtoSaidpur_132kV_Line2,Barapukuria_132kV,Saidpur_132kV,36.0,0.082575,0.2559,6.5703e-06,132
Madaripur_132kVtoGopalganj_132kV_Line1,Madaripur_132kV,Gopalganj_132kV,45.0,0.09909,0.2559,6.5703e-06,132
Khulna (C)_132kVtoKhulna (S)_230kV_Line1,Khulna (C)_132kV,Khulna (S)_230kV,9.0,0.049545,0.140636,1.3141e-05,132
Khulna (C)_132kVtoKhulna (S)_230kV_Line2,Khulna (C)_132kV,Khulna (S)_230kV,9.0,0.049545,0.140636,1.3141e-05,132
Khulna (S)_230kVtoSatkhira_132kV_Line1,Khulna (S)_230kV,Satkhira_132kV,47.0,0.09909,0.2559,6.5703e-06,132
Khulna (S)_230kVtoSatkhira_132kV_Line2,Khulna (S)_230kV,Satkhira_132kV,47.0,0.09909,0.2559,6.5703e-06,132
Rajshahi_132kVtoNatore_132kV_Line1,Rajshahi_132kV,Natore_132kV,40.0,0.1101,0.2559,6.5703e-06,132
Rampura_230kVtoGulshan_132kV_Line1,Rampura_230kV,Gulshan_132kV,3.5,0.015,0.12,2e-05,132
Rampura_230kVtoGulshan_132kV_Line2,Rampura_230kV,Gulshan_132kV,3.5,0.015,0.12,2e-05,132
Sikalbaha_132kVtoBakulia_132kV_Line1,Sikalbaha_132kV,Bakulia_132kV,4.0,0.1101,0.2559,6.5703e-06,132
Sikalbaha_132kVtoBakulia_132kV_Line2,Sikalbaha_132kV,Bakulia_132kV,4.0,0.1101,0.2559,6.5703e-06,132
Juldah_132kVtoShahmirpur_132kV_Line1,Juldah_132kV,Shahmirpur_132kV,6.0,0.1101,0.2559,6.5703e-06,132
Juldah_132kVtoShahmirpur_132kV_Line2,Juldah_132kV,Shahmirpur_132kV,6.0,0.1101,0.2559,6.5703e-06,132
Khulshi_132kVtoBakulia_132kV_Line1,Khulshi_132kV,Bakulia_132kV,15.0,0.1101,0.2559,6.5703e-06,132
Khulshi_132kVtoBakulia_132kV_Line2,Khulshi_132kV,Bakulia_132kV,15.0,0.1101,0.2559,6.5703e-06,132
Haripur_230kVtoManiknagar_132kV_Line1,Haripur_230kV,Maniknagar_132kV,13.0,0.1101,0.2559,6.5703e-06,132
Joydebpur_132kVtoKodda_132kV_Line1,Joydebpur_132kV,Kodda_132kV,8.0,0.1101,0.2559,6.5703e-06,132
Joydebpur_132kVtoKodda_132kV_Line2,Joydebpur_132kV,Kodda_132kV,8.0,0.1101,0.2559,6.5703e-06,132
Kodda_132kVtoKabirpur_132kV_Line1,Kodda_132kV,Kabirpur_132kV,10.0,0.1101,0.2559,6.5703e-06,132
Kodda_132kVtoKabirpur_132kV_Line2,Kodda_132kV,Kabirpur_132kV,10.0,0.1101,0.2559,6.5703e-06,132
Sikalbaha_132kVtoShahmirpur_132kV_Line1,Sikalbaha_132kV,Shahmirpur_132kV,9.0,0.1101,0.2559,6.5703e-06,132
Sikalbaha_132kVtoShahmirpur_132kV_Line2,Sikalbaha_132kV,Shahmirpur_132kV,9.0,0.1101,0.2559,6.5703e-06,132
Khulshi_132kVtoHalishahar_132kV_Line1,Khulshi_132kV,Halishahar_132kV,13.0,0.1101,0.2559,6.5703e-06,132
Bogura_132kVtoBogura_132kV_Line1,Bogura_132kV,Bogura_132kV,1.5,0.049545,0.140636,1.3141e-05,132
Bogura_132kVtoBogura_132kV_Line2,Bogura_132kV,Bogura_132kV,1.5,0.049545,0.140636,1.3141e-05,132
Ashuganj_132kVtoShahjibazar_132kV_Line1,Ashuganj_132kV,Shahjibazar_132kV,53.0,0.1101,0.2559,6.5703e-06,132
Khulna (S)_230kVtoGallamari_132kV_Line1,Khulna (S)_230kV,Gallamari_132kV,4.0,0.1101,0.2559,6.5703e-06,132
Khulna (S)_230kVtoGallamari_132kV_Line2,Khulna (S)_230kV,Gallamari_132kV,4.0,0.1101,0.2559,6.5703e-06,132
Naogaon_132kVtoNiamatpur_132kV_Line1,Naogaon_132kV,Niamatpur_132kV,46.0,0.09909,0.2559,6.5703e-06,132
Aminbazar_230kVtoSavar_132kV_Line1,Aminbazar_230kV,Savar_132kV,16.0,0.1101,0.2559,6.5703e-06,132
Aminbazar_230kVtoSavar_132kV_Line2,Aminbazar_230kV,Savar_132kV,16.0,0.1101,0.2559,6.5703e-06,132
Jhenaidah_132kVtoMagura_132kV_Line1,Jhenaidah_132kV,Magura_132kV,26.5,0.1101,0.2559,6.5703e-06,132
Jhenaidah_132kVtoMagura_132kV_Line2,Jhenaidah_132kV,Magura_132kV,26.5,0.1101,0.2559,6.5703e-06,132
Jhenaidah_132kVtoChuadanga_132kV_Line1,Jhenaidah_132kV,Chuadanga_132kV,39.0,0.1101,0.2559,6.5703e-06,132
Naogaon_132kVtoJoypurhat_132kV_Line1,Naogaon_132kV,Joypurhat_132kV,46.0,0.1101,0.2559,6.5703e-06,132
Thakurgaon_132kVtoPanchagarh_132kV_Line1,Thakurgaon_132kV,Panchagarh_132kV,45.0,0.09909,0.2559,6.5703e-06,132
Sonargaon_132kVtoMeghnaghat_400kV_Line1,Sonargaon_132kV,Meghnaghat_400kV,5.0,0.1101,0.2559,6.5703e-06,132
Sonargaon_132kVtoMeghnaghat_400kV_Line2,Sonargaon_132kV,Meghnaghat_400kV,5.0,0.1101,0.2559,6.5703e-06,132
Siddhirganj_132kVtoSiddhirganj_132kV_Line1,Siddhirganj_132kV,Siddhirganj_132kV,2.0,0.1101,0.2559,6.5703e-06,132
Goalpara_132kVtoKhulna (C)_132kV_Line1,Goalpara_132kV,Khulna (C)_132kV,2.0,0.015,0.12,2e-05,132
Noapara_132kVtoNoapara_132kV_Line1,Noapara_132kV,Noapara_132kV,2.0,0.1101,0.2559,6.5703e-06,132
Daudkandi_132kVtoDaudkandi_132kV_Line1,Daudkandi_132kV,Daudkandi_132kV,1.0,0.1101,0.2559,6.5703e-06,132
Gopalganj_132kVtoGopalganj_132kV_Line1,Gopalganj_132kV,Gopalganj_132kV,1.0,0.1101,0.2559,6.5703e-06,132
Siddhirganj_132kVtoSiddhirganj_132kV_Line1,Siddhirganj_132kV,Siddhirganj_132kV,3.0,0.1101,0.2559,6.5703e-06,132
Faridpur_132kVtoBheramara_132kV_Line1,Faridpur_132kV,Bheramara_132kV,1.0,0.1101,0.2559,6.5703e-06,132
Baghabari_132kVtoBaghabari_132kV_Line1,Baghabari_132kV,Baghabari_132kV,5.0,0.1101,0.2559,6.5703e-06,132
Amnura_132kVtoRajshahi_132kV_Line1,Amnura_132kV,Rajshahi_132kV,13.0,0.1101,0.2559,6.5703e-06,132
Madanganj_132kVtoMunshiganj_132kV_Line1,Madanganj_132kV,Munshiganj_132kV,4.0,0.1101,0.2559,6.5703e-06,132
Madanganj_132kVtoMunshiganj_132kV_Line2,Madanganj_132kV,Munshiganj_132kV,4.0,0.1101,0.2559,6.5703e-06,132
Agargaon_132kVtoCantonment_132kV_Line1,Agargaon_132kV,Cantonment_132kV,7.0,0.015,0.12,2e-05,132
Agargaon_132kVtoCantonment_132kV_Line2,Agargaon_132kV,Cantonment_132kV,7.0,0.015,0.12,2e-05,132
Fenchuganj_132kVtoKulaura_132kV_Line1,Fenchuganj_132kV,Kulaura_132kV,25.0,0.1101,0.2559,6.5703e-06,132
Fenchuganj_132kVtoKulaura_132kV_Line2,Fenchuganj_132kV,Kulaura_132kV,25.0,0.1101,0.2559,6.5703e-06,132
Jamalpur_132kVtoSherpur_132kV_Line1,Jamalpur_132kV,Sherpur_132kV,20.0,0.1101,0.2559,6.5703e-06,132
Jamalpur_132kVtoSherpur_132kV_Line2,Jamalpur_132kV,Sherpur_132kV,20.0,0.1101,0.2559,6.5703e-06,132
Agargaon_132kVtoSatmasjid_132kV_Line1,Agargaon_132kV,Satmasjid_132kV,8.5,0.015,0.12,2e-05,132
Agargaon_132kVtoSatmasjid_132kV_Line2,Agargaon_132kV,Satmasjid_132kV,8.5,0.015,0.12,2e-05,132
Rampura_230kVtoMadartek_132kV_Line1,Rampura_230kV,Madartek_132kV,4.5,0.015,0.12,2e-05,132
Rampura_230kVtoMadartek_132kV_Line2,Rampura_230kV,Madartek_132kV,4.5,0.015,0.12,2e-05,132
Cumilla (N)_132kVtoCumilla (S)_132kV_Line1,Cumilla (N)_132kV,Cumilla (S)_132kV,19.0,0.1101,0.2559,6.5703e-06,132
Cumilla (N)_132kVtoCumilla (S)_132kV_Line2,Cumilla (N)_132kV,Cumilla (S)_132kV,19.0,0.1101,0.2559,6.5703e-06,132
Goalpara_132kVtoBagerhat_132kV_Line1,Goalpara_132kV,Bagerhat_132kV,45.0,0.1101,0.2559,6.5703e-06,132
Goalpara_132kVtoBagerhat_132kV_Line2,Goalpara_132kV,Bagerhat_132kV,45.0,0.1101,0.2559,6.5703e-06,132
Kaliakoir_230kVtoKabirpur_132kV_Line1,Kaliakoir_230kV,Kabirpur_132kV,4.25,0.1101,0.2559,6.5703e-06,132
Kaliakoir_230kVtoKabirpur_132kV_Line2,Kaliakoir_230kV,Kabirpur_132kV,4.25,0.1101,0.2559,6.5703e-06,132
Kaliakoir_230kVtoKabirpur_132kV_Line3,Kaliakoir_230kV,Kabirpur_132kV,4.25,0.1101,0.2559,6.5703e-06,132
Kaliakoir_230kVtoKabirpur_132kV_Line4,Kaliakoir_230kV,Kabirpur_132kV,4.25,0.1101,0.2559,6.5703e-06,132
Tangail_132kVtoTangail_132kV_Line1,Tangail_132kV,Tangail_132kV,93.5,0.1101,0.2559,6.5703e-06,132
Tangail_132kVtoTangail_132kV_Line2,Tangail_132kV,Tangail_132kV,93.5,0.1101,0.2559,6.5703e-06,132
Amnura_132kVtoChapai Nawabganj_132kV_Line1,Amnura_132kV,Chapai Nawabganj_132kV,13.0,0.1101,0.2559,6.5703e-06,132
Kaliakoir_230kVtoDhamrai_132kV_Line1,Kaliakoir_230kV,Dhamrai_132kV,22.5,0.1101,0.2559,6.5703e-06,132
Kaliakoir_230kVtoDhamrai_132kV_Line2,Kaliakoir_230kV,Dhamrai_132kV,22.5,0.1101,0.2559,6.5703e-06,132
Rangamati_132kVtoKhagrachari_132kV_Line1,Rangamati_132kV,Khagrachari_132kV,52.5,0.1101,0.2559,6.5703e-06,132
Rangamati_132kVtoKhagrachari_132kV_Line2,Rangamati_132kV,Khagrachari_132kV,52.5,0.1101,0.2559,6.5703e-06,132
Chandraghona_132kVtoRangamati_132kV_Line1,Chandraghona_132kV,Rangamati_132kV,27.5,0.1101,0.2559,6.5703e-06,132
Chandraghona_132kVtoRangamati_132kV_Line2,Chandraghona_132kV,Rangamati_132kV,27.5,0.1101,0.2559,6.5703e-06,132
Chhatak_132kVtoSunamganj_132kV_Line1,Chhatak_132kV,Sunamganj_132kV,32.0,0.1101,0.2559,6.5703e-06,132
Chhatak_132kVtoSunamganj_132kV_Line2,Chhatak_132kV,Sunamganj_132kV,32.0,0.1101,0.2559,6.5703e-06,132
Beanibazar_132kVtoSylhet_132kV_Line1,Beanibazar_132kV,Sylhet_132kV,30.0,0.1101,0.2559,6.5703e-06,132
Beanibazar_132kVtoSylhet_132kV_Line2,Beanibazar_132kV,Sylhet_132kV,30.0,0.1101,0.2559,6.5703e-06,132
Uttara 3P_132kVtoTongi_132kV_Line1,Uttara 3P_132kV,Tongi_132kV,2.0,0.015,0.12,2e-05,132
Cox's Bazar_132kVtoMatarbari_132kV_Line1,Cox's Bazar_132kV,Matarbari_132kV,18.0,0.1101,0.2559,6.5703e-06,132
Feni_132kVtoBaroirhat_132kV_Line1,Feni_132kV,Baroirhat_132kV,28.5,0.08808,0.2559,6.5703e-06,132
Feni_132kVtoBaroirhat_132kV_Line2,Feni_132kV,Baroirhat_132kV,28.5,0.08808,0.2559,6.5703e-06,132
Brahmanbaria_132kVtoNarsingdi_132kV_Line1,Brahmanbaria_132kV,Narsingdi_132kV,55.0,0.1101,0.2559,6.5703e-06,132
Brahmanbaria_132kVtoNarsingdi_132kV_Line2,Brahmanbaria_132kV,Narsingdi_132kV,55.0,0.1101,0.2559,6.5703e-06,132
Saidpur_132kVtoJaldhaka_132kV_Line1,Saidpur_132kV,Jaldhaka_132kV,30.0,0.1101,0.2559,6.5703e-06,132
Saidpur_132kVtoJaldhaka_132kV_Line2,Saidpur_132kV,Jaldhaka_132kV,30.0,0.1101,0.2559,6.5703e-06,132
Rooppur_132kVtoIshwardi_132kV_Line1,Rooppur_132kV,Ishwardi_132kV,7.0,0.1101,0.2559,6.5703e-06,132
Rooppur_132kVtoIshwardi_132kV_Line2,Rooppur_132kV,Ishwardi_132kV,7.0,0.1101,0.2559,6.5703e-06,132
Bogura_132kVtoBogura_132kV_Line1,Bogura_132kV,Bogura_132kV,8.0,0.1101,0.2559,6.5703e-06,132
Bogura_132kVtoBogura_132kV_Line2,Bogura_132kV,Bogura_132kV,8.0,0.1101,0.2559,6.5703e-06,132
Sherpur_132kVtoJamalpur_132kV_Line1,Sherpur_132kV,Jamalpur_132kV,3.25,0.1101,0.2559,6.5703e-06,132
Sherpur_132kVtoJamalpur_132kV_Line2,Sherpur_132kV,Jamalpur_132kV,3.25,0.1101,0.2559,6.5703e-06,132
Sherpur_132kVtoJamalpur_132kV_Line3,Sherpur_132kV,Jamalpur_132kV,3.25,0.1101,0.2559,6.5703e-06,132
Sherpur_132kVtoJamalpur_132kV_Line4,Sherpur_132kV,Jamalpur_132kV,3.25,0.1101,0.2559,6.5703e-06,132
Goalpara_132kVtoBagerhat_132kV_Line1,Goalpara_132kV,Bagerhat_132kV,6.0,0.1101,0.2559,6.5703e-06,132
Goalpara_132kVtoBagerhat_132kV_Line2,Goalpara_132kV,Bagerhat_132kV,6.0,0.1101,0.2559,6.5703e-06,132
Mymensingh_132kVtoBhaluka_132kV_Line1,Mymensingh_132kV,Bhaluka_132kV,43.0,0.1101,0.2559,6.5703e-06,132
Mymensingh_132kVtoBhaluka_132kV_Line2,Mymensingh_132kV,Bhaluka_132kV,43.0,0.1101,0.2559,6.5703e-06,132
Mahasthangarh_132kVtoBogura_132kV_Line1,Mahasthangarh_132kV,Bogura_132kV,0.5,0.1101,0.2559,6.5703e-06,132
Mahasthangarh_132kVtoBogura_132kV_Line2,Mahasthangarh_132kV,Bogura_132kV,0.5,0.1101,0.2559,6.5703e-06,132
Gopalganj_132kVtoGopalganj_132kV_Line1,Gopalganj_132kV,Gopalganj_132kV,15.0,0.1101,0.2559,6.5703e-06,132
Jashore_132kVtoBenapole_132kV_Line1,Jashore_132kV,Benapole_132kV,30.5,0.1101,0.2559,6.5703e-06,132
Jashore_132kVtoBenapole_132kV_Line2,Jashore_132kV,Benapole_132kV,30.5,0.1101,0.2559,6.5703e-06,132
Madaripur_132kVtoShariatpur_132kV_Line1,Madaripur_132kV,Shariatpur_132kV,22.0,0.1101,0.2559,6.5703e-06,132
Madaripur_132kVtoShariatpur_132kV_Line2,Madaripur_132kV,Shariatpur_132kV,22.0,0.1101,0.2559,6.5703e-06,132
Shyampur_132kVtoShyampur_132kV_Line1,Shyampur_132kV,Shyampur_132kV,0.25,0.1101,0.2559,6.5703e-06,132
Shyampur_132kVtoShyampur_132kV_Line2,Shyampur_132kV,Shyampur_132kV,0.25,0.1101,0.2559,6.5703e-06,132
Shyampur_132kVtoShyampur_132kV_Line3,Shyampur_132kV,Shyampur_132kV,0.25,0.1101,0.2559,6.5703e-06,132
Shyampur_132kVtoShyampur_132kV_Line4,Shyampur_132kV,Shyampur_132kV,0.25,0.1101,0.2559,6.5703e-06,132
Rangpur_132kVtoKurigram_132kV_Line1,Rangpur_132kV,Kurigram_132kV,41.0,0.1101,0.2559,6.5703e-06,132
Magura_132kVtoNarail_132kV_Line1,Magura_132kV,Narail_132kV,39.5,0.1101,0.2559,6.5703e-06,132
Magura_132kVtoNarail_132kV_Line2,Magura_132kV,Narail_132kV,39.5,0.1101,0.2559,6.5703e-06,132
Sherpur(Bogura)_132kVtoBogura_132kV_Line1,Sherpur(Bogura)_132kV,Bogura_132kV,0.75,0.1101,0.2559,6.5703e-06,132
Sherpur(Bogura)_132kVtoBogura_132kV_Line2,Sherpur(Bogura)_132kV,Bogura_132kV,0.75,0.1101,0.2559,6.5703e-06,132
Sherpur(Bogura)_132kVtoBogura_132kV_Line3,Sherpur(Bogura)_132kV,Bogura_132kV,0.75,0.1101,0.2559,6.5703e-06,132
Sherpur(Bogura)_132kVtoBogura_132kV_Line4,Sherpur(Bogura)_132kV,Bogura_132kV,0.75,0.1101,0.2559,6.5703e-06,132
Rajshahi_132kVtoAmnura_132kV_Line1,Rajshahi_132kV,Amnura_132kV,0.5,0.1101,0.2559,6.5703e-06,132
Rajshahi_132kVtoAmnura_132kV_Line2,Rajshahi_132kV,Amnura_132kV,0.5,0.1101,0.2559,6.5703e-06,132
Rajshahi_132kVtoAmnura_132kV_Line3,Rajshahi_132kV,Amnura_132kV,0.5,0.1101,0.2559,6.5703e-06,132
Rajshahi_132kVtoAmnura_132kV_Line4,Rajshahi_132kV,Amnura_132kV,0.5,0.1101,0.2559,6.5703e-06,132
Rampura_230kVtoAftabnagar_132kV_Line1,Rampura_230kV,Aftabnagar_132kV,3.5,0.015,0.12,2e-05,132
Rampura_230kVtoAftabnagar_132kV_Line2,Rampura_230kV,Aftabnagar_132kV,3.5,0.015,0.12,2e-05,132
Chauddagram_132kVtoFeni_132kV_Line1,Chauddagram_132kV,Feni_132kV,0.75,0.1101,0.2559,6.5703e-06,132
Chauddagram_132kVtoFeni_132kV_Line2,Chauddagram_132kV,Feni_132kV,0.75,0.1101,0.2559,6.5703e-06,132
Chauddagram_132kVtoFeni_132kV_Line3,Chauddagram_132kV,Feni_132kV,0.75,0.1101,0.2559,6.5703e-06,132
Chauddagram_132kVtoFeni_132kV_Line4,Chauddagram_132kV,Feni_132kV,0.75,0.1101,0.2559,6.5703e-06,132
Gopalganj (N)_230kVtoFaridpur_132kV_Line1,Gopalganj (N)_230kV,Faridpur_132kV,1.5,0.08808,0.2559,6.5703e-06,132
Gopalganj (N)_230kVtoFaridpur_132kV_Line2,Gopalganj (N)_230kV,Faridpur_132kV,1.5,0.08808,0.2559,6.5703e-06,132
Gopalganj (N)_230kVtoFaridpur_132kV_Line3,Gopalganj (N)_230kV,Faridpur_132kV,1.5,0.08808,0.2559,6.5703e-06,132
Gopalganj (N)_230kVtoFaridpur_132kV_Line4,Gopalganj (N)_230kV,Faridpur_132kV,1.5,0.08808,0.2559,6.5703e-06,132
Gopalganj (N)_230kVtoGopalganj_132kV_Line1,Gopalganj (N)_230kV,Gopalganj_132kV,10.5,0.1101,0.2559,6.5703e-06,132
Gopalganj (N)_230kVtoGopalganj_132kV_Line2,Gopalganj (N)_230kV,Gopalganj_132kV,10.5,0.1101,0.2559,6.5703e-06,132
Gopalganj (N)_230kVtoGopalganj_132kV_Line3,Gopalganj (N)_230kV,Gopalganj_132kV,10.5,0.1101,0.2559,6.5703e-06,132
Gopalganj (N)_230kVtoGopalganj_132kV_Line4,Gopalganj (N)_230kV,Gopalganj_132kV,10.5,0.1101,0.2559,6.5703e-06,132
Kodda_132kVtoRajendrapur_132kV_Line1,Kodda_132kV,Rajendrapur_132kV,24.5,0.08808,0.2559,6.5703e-06,132
Kodda_132kVtoRajendrapur_132kV_Line2,Kodda_132kV,Rajendrapur_132kV,24.5,0.08808,0.2559,6.5703e-06,132
Bogura_132kVtoRangpur_132kV_Line1,Bogura_132kV,Rangpur_132kV,1.5,0.09909,0.2559,6.5703e-06,132
Bogura_132kVtoRangpur_132kV_Line2,Bogura_132kV,Rangpur_132kV,1.5,0.09909,0.2559,6.5703e-06,132
Bogura_132kVtoRangpur_132kV_Line3,Bogura_132kV,Rangpur_132kV,1.5,0.09909,0.2559,6.5703e-06,132
Bogura_132kVtoRangpur_132kV_Line4,Bogura_132kV,Rangpur_132kV,1.5,0.09909,0.2559,6.5703e-06,132
Rampur_132kVtoKhulshi_132kV_Line1,Rampur_132kV,Khulshi_132kV,1.5,0.015,0.12,2e-05,132
Rampur_132kVtoKhulshi_132kV_Line2,Rampur_132kV,Khulshi_132kV,1.5,0.015,0.12,2e-05,132
Rampur_132kVtoKhulshi_132kV_Line3,Rampur_132kV,Khulshi_132kV,1.5,0.015,0.12,2e-05,132
Rampur_132kVtoKhulshi_132kV_Line4,Rampur_132kV,Khulshi_132kV,1.5,0.015,0.12,2e-05,132
Rampur_132kVtoAgrabad_132kV_Line1,Rampur_132kV,Agrabad_132kV,4.5,0.015,0.12,2e-05,132
Rampur_132kVtoAgrabad_132kV_Line2,Rampur_132kV,Agrabad_132kV,4.5,0.015,0.12,2e-05,132
Keraniganj_132kVtoSreenagar_132kV_Line1,Keraniganj_132kV,Sreenagar_132kV,16.0,0.1101,0.2559,6.5703e-06,132
Keraniganj_132kVtoSreenagar_132kV_Line2,Keraniganj_132kV,Sreenagar_132kV,16.0,0.1101,0.2559,6.5703e-06,132
Keraniganj_132kVtoNawabganj_132kV_Line1,Keraniganj_132kV,Nawabganj_132kV,27.0,0.1101,0.2559,6.5703e-06,132
Keraniganj_132kVtoNawabganj_132kV_Line2,Keraniganj_132kV,Nawabganj_132kV,27.0,0.1101,0.2559,6.5703e-06,132
Fatullah_132kVtoShyampur_132kV_Line1,Fatullah_132kV,Shyampur_132kV,2.0,0.015,0.12,2e-05,132
Fatullah_132kVtoShyampur_132kV_Line2,Fatullah_132kV,Shyampur_132kV,2.0,0.015,0.12,2e-05,132
Dhaka University (DU)_132kVtoDhanmondi_132kV_Line1,Dhaka University (DU)_132kV,Dhanmondi_132kV,2.0,0.015,0.12,2e-05,132
Dhaka University (DU)_132kVtoDhanmondi_132kV_Line2,Dhaka University (DU)_132kV,Dhanmondi_132kV,2.0,0.015,0.12,2e-05,132
Bagerhat_132kVtoMongla_132kV_Line1,Bagerhat_132kV,Mongla_132kV,28.5,0.1101,0.2559,6.5703e-06,132
Bagerhat_132kVtoMongla_132kV_Line2,Bagerhat_132kV,Mongla_132kV,28.5,0.1101,0.2559,6.5703e-06,132
Baghabari_132kVtoBhangura_132kV_Line1,Baghabari_132kV,Bhangura_132kV,25.0,0.1101,0.2559,6.5703e-06,132
Baghabari_132kVtoBhangura_132kV_Line2,Baghabari_132kV,Bhangura_132kV,25.0,0.1101,0.2559,6.5703e-06,132
Bakerganj_132kVtoBarguna_132kV_Line1,Bakerganj_132kV,Barguna_132kV,50.0,0.1101,0.2559,6.5703e-06,132
Gallamari_132kVtoGopalganj_132kV_Line1,Gallamari_132kV,Gopalganj_132kV,52.0,0.1101,0.2559,6.5703e-06,132
Gallamari_132kVtoGopalganj_132kV_Line2,Gallamari_132kV,Gopalganj_132kV,52.0,0.1101,0.2559,6.5703e-06,132
Gopalganj_132kVtoMadaripur_132kV_Line1,Gopalganj_132kV,Madaripur_132kV,45.0,0.1101,0.2559,6.5703e-06,132
Mithapukur_132kVtoRangpur_132kV_Line1,Mithapukur_132kV,Rangpur_132kV,0.5,0.1101,0.2559,6.5703e-06,132
Mithapukur_132kVtoRangpur_132kV_Line2,Mithapukur_132kV,Rangpur_132kV,0.5,0.1101,0.2559,6.5703e-06,132
Mithapukur_132kVtoRangpur_132kV_Line3,Mithapukur_132kV,Rangpur_132kV,0.5,0.1101,0.2559,6.5703e-06,132
Mithapukur_132kVtoRangpur_132kV_Line4,Mithapukur_132kV,Rangpur_132kV,0.5,0.1101,0.2559,6.5703e-06,132
Maniknagar_132kVtoKazla_132kV_Line1,Maniknagar_132kV,Kazla_132kV,2.5,0.015,0.12,2e-05,132
Maniknagar_132kVtoKazla_132kV_Line2,Maniknagar_132kV,Kazla_132kV,2.5,0.015,0.12,2e-05,132
Hasnabad_132kVtoKeraniganj_132kV_Line1,Hasnabad_132kV,Keraniganj_132kV,2.75,0.1101,0.2559,6.5703e-06,132
Hasnabad_132kVtoKeraniganj_132kV_Line2,Hasnabad_132kV,Keraniganj_132kV,2.75,0.1101,0.2559,6.5703e-06,132
Hasnabad_132kVtoKeraniganj_132kV_Line3,Hasnabad_132kV,Keraniganj_132kV,2.75,0.1101,0.2559,6.5703e-06,132
Hasnabad_132kVtoKeraniganj_132kV_Line4,Hasnabad_132kV,Keraniganj_132kV,2.75,0.1101,0.2559,6.5703e-06,132
Purbachal_132kVtoBashundhara_132kV_Line1,Purbachal_132kV,Bashundhara_132kV,4.5,0.015,0.12,2e-05,132
Purbachal_132kVtoBashundhara_132kV_Line2,Purbachal_132kV,Bashundhara_132kV,4.5,0.015,0.12,2e-05,132
Banani_132kVtoBashundhara_132kV_Line1,Banani_132kV,Bashundhara_132kV,13.5,0.015,0.12,2e-05,132
Banani_132kVtoBashundhara_132kV_Line2,Banani_132kV,Bashundhara_132kV,13.5,0.015,0.12,2e-05,132
Rajbari_132kVtoBheramara_132kV_Line1,Rajbari_132kV,Bheramara_132kV,1.25,0.1101,0.2559,6.5703e-06,132
Rajbari_132kVtoBheramara_132kV_Line2,Rajbari_132kV,Bheramara_132kV,1.25,0.1101,0.2559,6.5703e-06,132
Rajbari_132kVtoBheramara_132kV_Line3,Rajbari_132kV,Bheramara_132kV,1.25,0.1101,0.2559,6.5703e-06,132
Rajbari_132kVtoBheramara_132kV_Line4,Rajbari_132kV,Bheramara_132kV,1.25,0.1101,0.2559,6.5703e-06,132
Jhenaidah_132kVtoJhenaidah_132kV_Line1,Jhenaidah_132kV,Jhenaidah_132kV,3.0,0.1101,0.2559,6.5703e-06,132
Jhenaidah_132kVtoJhenaidah_132kV_Line2,Jhenaidah_132kV,Jhenaidah_132kV,3.0,0.1101,0.2559,6.5703e-06,132
Keraniganj_132kVtoKamrangirchar_132kV_Line1,Keraniganj_132kV,Kamrangirchar_132kV,3.0,0.1101,0.2559,6.5703e-06,132
Keraniganj_132kVtoKamrangirchar_132kV_Line2,Keraniganj_132kV,Kamrangirchar_132kV,3.0,0.1101,0.2559,6.5703e-06,132
Keraniganj_132kVtoKamrangirchar_132kV_Line3,Keraniganj_132kV,Kamrangirchar_132kV,3.0,0.1101,0.2559,6.5703e-06,132
Keraniganj_132kVtoKamrangirchar_132kV_Line4,Keraniganj_132kV,Kamrangirchar_132kV,3.0,0.1101,0.2559,6.5703e-06,132
Tongi_132kVtoTongi-3 (Mill Gate)_132kV_Line1,Tongi_132kV,Tongi-3 (Mill Gate)_132kV,2.5,0.015,0.12,2e-05,132
Tongi_132kVtoTongi-3 (Mill Gate)_132kV_Line2,Tongi_132kV,Tongi-3 (Mill Gate)_132kV,2.5,0.015,0.12,2e-05,132
Jhenaidah_132kVtoJashore_132kV_Line1,Jhenaidah_132kV,Jashore_132kV,0.25,0.1101,0.2559,6.5703e-06,132
Jhenaidah_132kVtoJashore_132kV_Line2,Jhenaidah_132kV,Jashore_132kV,0.25,0.1101,0.2559,6.5703e-06,132
Jhenaidah_132kVtoJashore_132kV_Line3,Jhenaidah_132kV,Jashore_132kV,0.25,0.1101,0.2559,6.5703e-06,132
Jhenaidah_132kVtoJashore_132kV_Line4,Jhenaidah_132kV,Jashore_132kV,0.25,0.1101,0.2559,6.5703e-06,132
Maniknagar_132kVtoMotijheel_132kV_Line1,Maniknagar_132kV,Motijheel_132kV,2.0,0.015,0.12,2e-05,132
Maniknagar_132kVtoMotijheel_132kV_Line2,Maniknagar_132kV,Motijheel_132kV,2.0,0.015,0.12,2e-05,132
Motijheel_132kVtoBangabhaban_132kV_Line1,Motijheel_132kV,Bangabhaban_132kV,0.5,0.015,0.12,2e-05,132
Motijheel_132kVtoBangabhaban_132kV_Line2,Motijheel_132kV,Bangabhaban_132kV,0.5,0.015,0.12,2e-05,132
