start_node,end_node,voltage_level,approx_length_km,status,line_name
United PP,Jamalpur,132 kV,3.0,Existing,United PP_132kVtoJamalpur_132kV_Line1
United PP,Jamalpur,132 kV,3.0,Existing,United PP_132kVtoJamalpur_132kV_Line2
United PP,Jamalpur,132 kV,3.0,Existing,United PP_132kVtoJamalpur_132kV_Line3
United PP,Jamalpur,132 kV,3.0,Existing,United PP_132kVtoJamalpur_132kV_Line4
United PP,Sherpur,132 kV,3.0,Existing,United PP_132kVtoSherpur_132kV_Line1
United PP,Sherpur,132 kV,3.0,Existing,United PP_132kVtoSherpur_132kV_Line2
United PP,Sherpur,132 kV,3.0,Existing,United PP_132kVtoSherpur_132kV_Line3
United PP,Sherpur,132 kV,3.0,Existing,United PP_132kVtoSherpur_132kV_Line4
Labanchora PP,Goalpara,132 kV,6.0,Existing,Labanchora PP_132kVtoGoalpara_132kV_Line1
Labanchora PP,Goalpara,132 kV,6.0,Existing,Labanchora PP_132kVtoGoalpara_132kV_Line2
Labanchora PP,Bagerhat,132 kV,6.0,Existing,Labanchora PP_132kVtoBagerhat_132kV_Line1
Labanchora PP,Bagerhat,132 kV,6.0,Existing,Labanchora PP_132kVtoBagerhat_132kV_Line2
Mymensingh,Bhaluka,132 kV,43.0,Existing,Mymensingh_132kVtoBhaluka_132kV_Line1
Mymensingh,Bhaluka,132 kV,43.0,Existing,Mymensingh_132kVtoBhaluka_132kV_Line2
Mahasthangarh,Bogura,132 kV,1.0,Existing,Mahasthangarh_132kVtoBogura_132kV_Line1
Mahasthangarh,Bogura,132 kV,1.0,Existing,Mahasthangarh_132kVtoBogura_132kV_Line2
Mahasthangarh,Palashbari,132 kV,1.0,Existing,Mahasthangarh_132kVtoPalashbari_132kV_Line1
Mahasthangarh,Palashbari,132 kV,1.0,Existing,Mahasthangarh_132kVtoPalashbari_132kV_Line2
Modhumati PP,Gopalganj,132 kV,15.0,Existing,Modhumati PP_132kVtoGopalganj_132kV_Line1
Jashore,Benapole,132 kV,31.0,Existing,Jashore_132kVtoBenapole_132kV_Line1
Jashore,Benapole,132 kV,31.0,Existing,Jashore_132kVtoBenapole_132kV_Line2
Madaripur,Shariatpur,132 kV,22.0,Existing,Madaripur_132kVtoShariatpur_132kV_Line1
Madaripur,Shariatpur,132 kV,22.0,Existing,Madaripur_132kVtoShariatpur_132kV_Line2
Shyampur,Shyampur,132 kV,0.0,Existing,Shyampur_132kVtoShyampur_132kV_Line1
Shyampur,Shyampur,132 kV,0.0,Existing,Shyampur_132kVtoShyampur_132kV_Line2
Shyampur,Shyampur,132 kV,0.0,Existing,Shyampur_132kVtoShyampur_132kV_Line3
Shyampur,Shyampur,132 kV,0.0,Existing,Shyampur_132kVtoShyampur_132kV_Line4
Shyampur,Haripur,132 kV,0.0,Existing,Shyampur_132kVtoHaripur_132kV_Line1
Shyampur,Haripur,132 kV,0.0,Existing,Shyampur_132kVtoHaripur_132kV_Line2
Shyampur,Haripur,132 kV,0.0,Existing,Shyampur_132kVtoHaripur_132kV_Line3
Shyampur,Haripur,132 kV,0.0,Existing,Shyampur_132kVtoHaripur_132kV_Line4
Rangpur,Kurigram,132 kV,41.0,Existing,Rangpur_132kVtoKurigram_132kV_Line1
Magura,Narail,132 kV,39.0,Existing,Magura_132kVtoNarail_132kV_Line1
Magura,Narail,132 kV,39.0,Existing,Magura_132kVtoNarail_132kV_Line2
Sherpur (Bogura),Bogura,132 kV,1.0,Existing,Sherpur (Bogura)_132kVtoBogura_132kV_Line1
Sherpur (Bogura),Bogura,132 kV,1.0,Existing,Sherpur (Bogura)_132kVtoBogura_132kV_Line2
Sherpur (Bogura),Bogura,132 kV,1.0,Existing,Sherpur (Bogura)_132kVtoBogura_132kV_Line3
Sherpur (Bogura),Bogura,132 kV,1.0,Existing,Sherpur (Bogura)_132kVtoBogura_132kV_Line4
Sherpur (Bogura),Sirajganj,132 kV,1.0,Existing,Sherpur (Bogura)_132kVtoSirajganj_132kV_Line1
Sherpur (Bogura),Sirajganj,132 kV,1.0,Existing,Sherpur (Bogura)_132kVtoSirajganj_132kV_Line2
Sherpur (Bogura),Sirajganj,132 kV,1.0,Existing,Sherpur (Bogura)_132kVtoSirajganj_132kV_Line3
Sherpur (Bogura),Sirajganj,132 kV,1.0,Existing,Sherpur (Bogura)_132kVtoSirajganj_132kV_Line4
Rajshahi)N),Rajshahi,132 kV,0.0,Existing,Rajshahi)N)_132kVtoRajshahi_132kV_Line1
Rajshahi)N),Rajshahi,132 kV,0.0,Existing,Rajshahi)N)_132kVtoRajshahi_132kV_Line2
Rajshahi)N),Rajshahi,132 kV,0.0,Existing,Rajshahi)N)_132kVtoRajshahi_132kV_Line3
Rajshahi)N),Rajshahi,132 kV,0.0,Existing,Rajshahi)N)_132kVtoRajshahi_132kV_Line4
Rajshahi)N),Chapai-Nawabganj-Amnura,132 kV,0.0,Existing,Rajshahi)N)_132kVtoChapai-Nawabganj-Amnura_132kV_Line1
Rajshahi)N),Chapai-Nawabganj-Amnura,132 kV,0.0,Existing,Rajshahi)N)_132kVtoChapai-Nawabganj-Amnura_132kV_Line2
Rajshahi)N),Chapai-Nawabganj-Amnura,132 kV,0.0,Existing,Rajshahi)N)_132kVtoChapai-Nawabganj-Amnura_132kV_Line3
Rajshahi)N),Chapai-Nawabganj-Amnura,132 kV,0.0,Existing,Rajshahi)N)_132kVtoChapai-Nawabganj-Amnura_132kV_Line4
Rampura,Aftabnagar,132 kV,4.0,Existing,Rampura_132kVtoAftabnagar_132kV_Line1
Rampura,Aftabnagar,132 kV,4.0,Existing,Rampura_132kVtoAftabnagar_132kV_Line2
Chowddagram,Feni,132 kV,1.0,Existing,Chowddagram_132kVtoFeni_132kV_Line1
Chowddagram,Feni,132 kV,1.0,Existing,Chowddagram_132kVtoFeni_132kV_Line2
Chowddagram,Feni,132 kV,1.0,Existing,Chowddagram_132kVtoFeni_132kV_Line3
Chowddagram,Feni,132 kV,1.0,Existing,Chowddagram_132kVtoFeni_132kV_Line4
Chowddagram,Cumilla(N),132 kV,1.0,Existing,Chowddagram_132kVtoCumilla(N)_132kV_Line1
Chowddagram,Cumilla(N),132 kV,1.0,Existing,Chowddagram_132kVtoCumilla(N)_132kV_Line2
Chowddagram,Cumilla(N),132 kV,1.0,Existing,Chowddagram_132kVtoCumilla(N)_132kV_Line3
Chowddagram,Cumilla(N),132 kV,1.0,Existing,Chowddagram_132kVtoCumilla(N)_132kV_Line4
Gopalganj(N),Faridpur,132 kV,2.0,Existing,Gopalganj(N)_132kVtoFaridpur_132kV_Line1
Gopalganj(N),Faridpur,132 kV,2.0,Existing,Gopalganj(N)_132kVtoFaridpur_132kV_Line2
Gopalganj(N),Faridpur,132 kV,2.0,Existing,Gopalganj(N)_132kVtoFaridpur_132kV_Line3
Gopalganj(N),Faridpur,132 kV,2.0,Existing,Gopalganj(N)_132kVtoFaridpur_132kV_Line4
Gopalganj(N),Madaripur,132 kV,2.0,Existing,Gopalganj(N)_132kVtoMadaripur_132kV_Line1
Gopalganj(N),Madaripur,132 kV,2.0,Existing,Gopalganj(N)_132kVtoMadaripur_132kV_Line2
Gopalganj(N),Madaripur,132 kV,2.0,Existing,Gopalganj(N)_132kVtoMadaripur_132kV_Line3
Gopalganj(N),Madaripur,132 kV,2.0,Existing,Gopalganj(N)_132kVtoMadaripur_132kV_Line4
Gopalganj(N),Gopalanj,132 kV,11.0,Existing,Gopalganj(N)_132kVtoGopalanj_132kV_Line1
Gopalganj(N),Gopalanj,132 kV,11.0,Existing,Gopalganj(N)_132kVtoGopalanj_132kV_Line2
Gopalganj(N),Gopalanj,132 kV,11.0,Existing,Gopalganj(N)_132kVtoGopalanj_132kV_Line3
Gopalganj(N),Gopalanj,132 kV,11.0,Existing,Gopalganj(N)_132kVtoGopalanj_132kV_Line4
Gopalganj(N),Madaripur,132 kV,11.0,Existing,Gopalganj(N)_132kVtoMadaripur_132kV_Line1
Gopalganj(N),Madaripur,132 kV,11.0,Existing,Gopalganj(N)_132kVtoMadaripur_132kV_Line2
Gopalganj(N),Madaripur,132 kV,11.0,Existing,Gopalganj(N)_132kVtoMadaripur_132kV_Line3
Gopalganj(N),Madaripur,132 kV,11.0,Existing,Gopalganj(N)_132kVtoMadaripur_132kV_Line4
Kodda,Rajendrapur,132 kV,25.0,Existing,Kodda_132kVtoRajendrapur_132kV_Line1
Kodda,Rajendrapur,132 kV,25.0,Existing,Kodda_132kVtoRajendrapur_132kV_Line2
Confidence PP,Rangpur,132 kV,1.0,Existing,Confidence PP_132kVtoRangpur_132kV_Line1
Confidence PP,Rangpur,132 kV,1.0,Existing,Confidence PP_132kVtoRangpur_132kV_Line2
Confidence PP,Rangpur,132 kV,1.0,Existing,Confidence PP_132kVtoRangpur_132kV_Line3
Confidence PP,Rangpur,132 kV,1.0,Existing,Confidence PP_132kVtoRangpur_132kV_Line4
Confidence PP,Palashbari,132 kV,1.0,Existing,Confidence PP_132kVtoPalashbari_132kV_Line1
Confidence PP,Palashbari,132 kV,1.0,Existing,Confidence PP_132kVtoPalashbari_132kV_Line2
Confidence PP,Palashbari,132 kV,1.0,Existing,Confidence PP_132kVtoPalashbari_132kV_Line3
Confidence PP,Palashbari,132 kV,1.0,Existing,Confidence PP_132kVtoPalashbari_132kV_Line4
Rampur,Khulshi,132 kV,3.0,Existing,Rampur_132kVtoKhulshi_132kV_Line1
Rampur,Khulshi,132 kV,3.0,Existing,Rampur_132kVtoKhulshi_132kV_Line2
Rampur,Khulshi,132 kV,3.0,Existing,Rampur_132kVtoKhulshi_132kV_Line3
Rampur,Khulshi,132 kV,3.0,Existing,Rampur_132kVtoKhulshi_132kV_Line4
Rampur,Halishahar,132 kV,3.0,Existing,Rampur_132kVtoHalishahar_132kV_Line1
Rampur,Halishahar,132 kV,3.0,Existing,Rampur_132kVtoHalishahar_132kV_Line2
Rampur,Halishahar,132 kV,3.0,Existing,Rampur_132kVtoHalishahar_132kV_Line3
Rampur,Halishahar,132 kV,3.0,Existing,Rampur_132kVtoHalishahar_132kV_Line4
Rampur,Agrabad,132 kV,5.0,Existing,Rampur_132kVtoAgrabad_132kV_Line1
Rampur,Agrabad,132 kV,5.0,Existing,Rampur_132kVtoAgrabad_132kV_Line2
Keraniganj,Sreenagar,132 kV,16.0,Existing,Keraniganj_132kVtoSreenagar_132kV_Line1
Keraniganj,Sreenagar,132 kV,16.0,Existing,Keraniganj_132kVtoSreenagar_132kV_Line2
Keraniganj,Nawabganj,132 kV,27.0,Existing,Keraniganj_132kVtoNawabganj_132kV_Line1
Keraniganj,Nawabganj,132 kV,27.0,Existing,Keraniganj_132kVtoNawabganj_132kV_Line2
Fatullah,Shyampur,132 kV,1.0,Existing,Fatullah_132kVtoShyampur_132kV_Line1
Fatullah,Shyampur,132 kV,1.0,Existing,Fatullah_132kVtoShyampur_132kV_Line2
Fatullah,Haripur,132 kV,1.0,Existing,Fatullah_132kVtoHaripur_132kV_Line1
Fatullah,Haripur,132 kV,1.0,Existing,Fatullah_132kVtoHaripur_132kV_Line2
DU,Dhanmondi,132 kV,2.0,Existing,DU_132kVtoDhanmondi_132kV_Line1
DU,Dhanmondi,132 kV,2.0,Existing,DU_132kVtoDhanmondi_132kV_Line2
Bagerhat,Mongla,132 kV,29.0,Existing,Bagerhat_132kVtoMongla_132kV_Line1
Bagerhat,Mongla,132 kV,29.0,Existing,Bagerhat_132kVtoMongla_132kV_Line2
Baghabari,Bangura,132 kV,25.0,Existing,Baghabari_132kVtoBangura_132kV_Line1
Baghabari,Bangura,132 kV,25.0,Existing,Baghabari_132kVtoBangura_132kV_Line2
Bakerganj,Barguna,132 kV,50.0,Existing,Bakerganj_132kVtoBarguna_132kV_Line1
Gallamari,Gopalganj,132 kV,52.0,Existing,Gallamari_132kVtoGopalganj_132kV_Line1
Gallamari,Gopalganj,132 kV,52.0,Existing,Gallamari_132kVtoGopalganj_132kV_Line2
Gopalganj,Madaripur 2nd Ckt,132 kV,45.0,Existing,Gopalganj_132kVtoMadaripur 2nd Ckt_132kV_Line1
Mithapukur,Rangpur,132 kV,1.0,Existing,Mithapukur_132kVtoRangpur_132kV_Line1
Mithapukur,Rangpur,132 kV,1.0,Existing,Mithapukur_132kVtoRangpur_132kV_Line2
Mithapukur,Rangpur,132 kV,1.0,Existing,Mithapukur_132kVtoRangpur_132kV_Line3
Mithapukur,Rangpur,132 kV,1.0,Existing,Mithapukur_132kVtoRangpur_132kV_Line4
Mithapukur,Palashbari,132 kV,1.0,Existing,Mithapukur_132kVtoPalashbari_132kV_Line1
Mithapukur,Palashbari,132 kV,1.0,Existing,Mithapukur_132kVtoPalashbari_132kV_Line2
Mithapukur,Palashbari,132 kV,1.0,Existing,Mithapukur_132kVtoPalashbari_132kV_Line3
Mithapukur,Palashbari,132 kV,1.0,Existing,Mithapukur_132kVtoPalashbari_132kV_Line4
Maniknagar,Kazla,132 kV,3.0,Existing,Maniknagar_132kVtoKazla_132kV_Line1
Maniknagar,Kazla,132 kV,3.0,Existing,Maniknagar_132kVtoKazla_132kV_Line2
Hasnabad,Keraniganj PP line re-routing atKeraniganj,132 kV,3.0,Existing,Hasnabad_132kVtoKeraniganj PP line re-routing atKeraniganj_132kV_Line1
Hasnabad,Keraniganj PP line re-routing atKeraniganj,132 kV,3.0,Existing,Hasnabad_132kVtoKeraniganj PP line re-routing atKeraniganj_132kV_Line2
Hasnabad,Keraniganj PP line re-routing atKeraniganj,132 kV,3.0,Existing,Hasnabad_132kVtoKeraniganj PP line re-routing atKeraniganj_132kV_Line3
Hasnabad,Keraniganj PP line re-routing atKeraniganj,132 kV,3.0,Existing,Hasnabad_132kVtoKeraniganj PP line re-routing atKeraniganj_132kV_Line4
Purbachal,Basundhara,132 kV,5.0,Existing,Purbachal_132kVtoBasundhara_132kV_Line1
Purbachal,Basundhara,132 kV,5.0,Existing,Purbachal_132kVtoBasundhara_132kV_Line2
Banani,Basundhara,132 kV,13.0,Existing,Banani_132kVtoBasundhara_132kV_Line1
Banani,Basundhara,132 kV,13.0,Existing,Banani_132kVtoBasundhara_132kV_Line2
Rajbari,Bhermara,132 kV,1.0,Existing,Rajbari_132kVtoBhermara_132kV_Line1
Rajbari,Bhermara,132 kV,1.0,Existing,Rajbari_132kVtoBhermara_132kV_Line2
Rajbari,Bhermara,132 kV,1.0,Existing,Rajbari_132kVtoBhermara_132kV_Line3
Rajbari,Bhermara,132 kV,1.0,Existing,Rajbari_132kVtoBhermara_132kV_Line4
Rajbari,Fardipur,132 kV,1.0,Existing,Rajbari_132kVtoFardipur_132kV_Line1
Rajbari,Fardipur,132 kV,1.0,Existing,Rajbari_132kVtoFardipur_132kV_Line2
Rajbari,Fardipur,132 kV,1.0,Existing,Rajbari_132kVtoFardipur_132kV_Line3
Rajbari,Fardipur,132 kV,1.0,Existing,Rajbari_132kVtoFardipur_132kV_Line4
S/c LILO of Jhenaidah,Chuadanga at Jhenaidah,132 kV,3.0,Existing,S/c LILO of Jhenaidah_132kVtoChuadanga at Jhenaidah_132kV_Line1
S/c LILO of Jhenaidah,Chuadanga at Jhenaidah,132 kV,3.0,Existing,S/c LILO of Jhenaidah_132kVtoChuadanga at Jhenaidah_132kV_Line2
Keraniganj,Lalbagh& Kamrangirchar four circuit,132 kV,3.0,Existing,Keraniganj_132kVtoLalbagh& Kamrangirchar four circuit_132kV_Line1
Keraniganj,Lalbagh& Kamrangirchar four circuit,132 kV,3.0,Existing,Keraniganj_132kVtoLalbagh& Kamrangirchar four circuit_132kV_Line2
Keraniganj,Lalbagh& Kamrangirchar four circuit,132 kV,3.0,Existing,Keraniganj_132kVtoLalbagh& Kamrangirchar four circuit_132kV_Line3
Keraniganj,Lalbagh& Kamrangirchar four circuit,132 kV,3.0,Existing,Keraniganj_132kVtoLalbagh& Kamrangirchar four circuit_132kV_Line4
Tongi,Tongi-3 (Mill Gate),132 kV,3.0,Existing,Tongi_132kVtoTongi-3 (Mill Gate)_132kV_Line1
Tongi,Tongi-3 (Mill Gate),132 kV,3.0,Existing,Tongi_132kVtoTongi-3 (Mill Gate)_132kV_Line2
Jhenaidah,Jessore,132 kV,0.0,Existing,Jhenaidah_132kVtoJessore_132kV_Line1
Jhenaidah,Jessore,132 kV,0.0,Existing,Jhenaidah_132kVtoJessore_132kV_Line2
Jhenaidah,Jessore,132 kV,0.0,Existing,Jhenaidah_132kVtoJessore_132kV_Line3
Jhenaidah,Jessore,132 kV,0.0,Existing,Jhenaidah_132kVtoJessore_132kV_Line4
Jhenaidah,Jhenaidah,132 kV,0.0,Existing,Jhenaidah_132kVtoJhenaidah_132kV_Line1
Jhenaidah,Jhenaidah,132 kV,0.0,Existing,Jhenaidah_132kVtoJhenaidah_132kV_Line2
Jhenaidah,Jhenaidah,132 kV,0.0,Existing,Jhenaidah_132kVtoJhenaidah_132kV_Line3
Jhenaidah,Jhenaidah,132 kV,0.0,Existing,Jhenaidah_132kVtoJhenaidah_132kV_Line4
Manaknagar,Motijheel,132 kV,2.0,Existing,Manaknagar_132kVtoMotijheel_132kV_Line1
Manaknagar,Motijheel,132 kV,2.0,Existing,Manaknagar_132kVtoMotijheel_132kV_Line2
Motijheel,Bangabhaban,132 kV,1.0,Existing,Motijheel_132kVtoBangabhaban_132kV_Line1
Motijheel,Bangabhaban,132 kV,1.0,Existing,Motijheel_132kVtoBangabhaban_132kV_Line2
Madanganj,Char Saidpur,132 kV,3.0,Existing,Madanganj_132kVtoChar Saidpur_132kV_Line1
Madanganj,Char Saidpur,132 kV,3.0,Existing,Madanganj_132kVtoChar Saidpur_132kV_Line2
Kamrangirchar,Zigatola,132 kV,7.0,Existing,Kamrangirchar_132kVtoZigatola_132kV_Line1
Kamrangirchar,Zigatola,132 kV,7.0,Existing,Kamrangirchar_132kVtoZigatola_132kV_Line2
Energaon,Mongla,132 kV,9.0,Existing,Energaon_132kVtoMongla_132kV_Line1
Hasnabad,Postogola,132 kV,2.0,Existing,Hasnabad_132kVtoPostogola_132kV_Line1
Hasnabad,Postogola,132 kV,2.0,Existing,Hasnabad_132kVtoPostogola_132kV_Line2
Bashundhara,Purbachal,132 kV,6.0,Existing,Bashundhara_132kVtoPurbachal_132kV_Line1
Bashundhara,Purbachal,132 kV,6.0,Existing,Bashundhara_132kVtoPurbachal_132kV_Line2
Chapai Nawabganj,Rahanpur,132 kV,26.0,Existing,Chapai Nawabganj_132kVtoRahanpur_132kV_Line1
Sholoshahar,Madunaghat,132 kV,0.0,Existing,Sholoshahar_132kVtoMadunaghat_132kV_Line1
Sholoshahar,Khulshi,132 kV,0.0,Existing,Sholoshahar_132kVtoKhulshi_132kV_Line1
Madunaghat,Kalurghat,132 kV,7.0,Existing,Madunaghat_132kVtoKalurghat_132kV_Line1
Madunaghat,Kalurghat,132 kV,7.0,Existing,Madunaghat_132kVtoKalurghat_132kV_Line2
Khulshi,Halishahar LILO at Rampur,132 kV,3.0,Existing,Khulshi_132kVtoHalishahar LILO at Rampur_132kV_Line1
Sudarganj Solar,Rangpur,132 kV,36.0,Existing,Sudarganj Solar_132kVtoRangpur_132kV_Line1
Sudarganj Solar,Rangpur,132 kV,36.0,Existing,Sudarganj Solar_132kVtoRangpur_132kV_Line2
Rampura,Dhaka University,132 kV,7.0,Existing,Rampura_132kVtoDhaka University_132kV_Line1
Rampura,Dhaka University,132 kV,7.0,Existing,Rampura_132kVtoDhaka University_132kV_Line2
Aminbazar 400/132kV transformer connecting132kV line,Aminbazar 400/132kV transformer connecting132kV line,132 kV,1.0,Existing,Aminbazar 400/132kV transformer connecting132kV line_132kVtoAminbazar 400/132kV transformer connecting132kV line_132kV_Line1
Sripur,Bhaluka,132 kV,22.0,Existing,Sripur_132kVtoBhaluka_132kV_Line1
Sripur,Bhaluka,132 kV,22.0,Existing,Sripur_132kVtoBhaluka_132kV_Line2
Mirzapur,Kaliakoir,132 kV,2.0,Existing,Mirzapur_132kVtoKaliakoir_132kV_Line1
Mirzapur,Kaliakoir,132 kV,2.0,Existing,Mirzapur_132kVtoKaliakoir_132kV_Line2
Mirzapur,Kaliakoir,132 kV,2.0,Existing,Mirzapur_132kVtoKaliakoir_132kV_Line3
Mirzapur,Kaliakoir,132 kV,2.0,Existing,Mirzapur_132kVtoKaliakoir_132kV_Line4
Mirzapur,Tangail,132 kV,2.0,Existing,Mirzapur_132kVtoTangail_132kV_Line1
Mirzapur,Tangail,132 kV,2.0,Existing,Mirzapur_132kVtoTangail_132kV_Line2
Mirzapur,Tangail,132 kV,2.0,Existing,Mirzapur_132kVtoTangail_132kV_Line3
Mirzapur,Tangail,132 kV,2.0,Existing,Mirzapur_132kVtoTangail_132kV_Line4
Sylhet(S),Sylhet,132 kV,2.0,Existing,Sylhet(S)_132kVtoSylhet_132kV_Line1
Sylhet(S),Sylhet,132 kV,2.0,Existing,Sylhet(S)_132kVtoSylhet_132kV_Line2
Sylhet(S),Sylhet,132 kV,2.0,Existing,Sylhet(S)_132kVtoSylhet_132kV_Line3
Sylhet(S),Sylhet,132 kV,2.0,Existing,Sylhet(S)_132kVtoSylhet_132kV_Line4
Sylhet(S),Fenchuganj,132 kV,2.0,Existing,Sylhet(S)_132kVtoFenchuganj_132kV_Line1
Sylhet(S),Fenchuganj,132 kV,2.0,Existing,Sylhet(S)_132kVtoFenchuganj_132kV_Line2
Sylhet(S),Fenchuganj,132 kV,2.0,Existing,Sylhet(S)_132kVtoFenchuganj_132kV_Line3
Sylhet(S),Fenchuganj,132 kV,2.0,Existing,Sylhet(S)_132kVtoFenchuganj_132kV_Line4
Ullapara,Sirajganj,132 kV,3.0,Existing,Ullapara_132kVtoSirajganj_132kV_Line1
Ullapara,Sirajganj,132 kV,3.0,Existing,Ullapara_132kVtoSirajganj_132kV_Line2
Ullapara,Sirajganj,132 kV,3.0,Existing,Ullapara_132kVtoSirajganj_132kV_Line3
Ullapara,Sirajganj,132 kV,3.0,Existing,Ullapara_132kVtoSirajganj_132kV_Line4
Ullapara,Shahjadpur-Baghabari,132 kV,3.0,Existing,Ullapara_132kVtoShahjadpur-Baghabari_132kV_Line1
Ullapara,Shahjadpur-Baghabari,132 kV,3.0,Existing,Ullapara_132kVtoShahjadpur-Baghabari_132kV_Line2
Ullapara,Shahjadpur-Baghabari,132 kV,3.0,Existing,Ullapara_132kVtoShahjadpur-Baghabari_132kV_Line3
Ullapara,Shahjadpur-Baghabari,132 kV,3.0,Existing,Ullapara_132kVtoShahjadpur-Baghabari_132kV_Line4
Sholoshahor substation,Madunaghat,132 kV,1.0,Existing,Sholoshahor substation_132kVtoMadunaghat_132kV_Line1
Sholoshahor substation,Madunaghat,132 kV,1.0,Existing,Sholoshahor substation_132kVtoMadunaghat_132kV_Line2
Sholoshahor substation,Khulshi (Circuit-2),132 kV,1.0,Existing,Sholoshahor substation_132kVtoKhulshi (Circuit-2)_132kV_Line1
Sholoshahor substation,Khulshi (Circuit-2),132 kV,1.0,Existing,Sholoshahor substation_132kVtoKhulshi (Circuit-2)_132kV_Line2
Rahanpur,Niamatpur,132 kV,2.0,Existing,Rahanpur_132kVtoNiamatpur_132kV_Line1
Rahanpur,Niamatpur,132 kV,2.0,Existing,Rahanpur_132kVtoNiamatpur_132kV_Line2
Rahanpur,Niamatpur,132 kV,2.0,Existing,Rahanpur_132kVtoNiamatpur_132kV_Line3
Rahanpur,Niamatpur,132 kV,2.0,Existing,Rahanpur_132kVtoNiamatpur_132kV_Line4
Rahanpur,Chowdala,132 kV,2.0,Existing,Rahanpur_132kVtoChowdala_132kV_Line1
Rahanpur,Chowdala,132 kV,2.0,Existing,Rahanpur_132kVtoChowdala_132kV_Line2
Rahanpur,Chowdala,132 kV,2.0,Existing,Rahanpur_132kVtoChowdala_132kV_Line3
Rahanpur,Chowdala,132 kV,2.0,Existing,Rahanpur_132kVtoChowdala_132kV_Line4
Bhaluka,Barmi (BR Powergen),132 kV,32.0,Ongoing,Bhaluka_132kVtoBarmi (BR Powergen)_132kV_Line1
Bhaluka,Barmi (BR Powergen),132 kV,32.0,Ongoing,Bhaluka_132kVtoBarmi (BR Powergen)_132kV_Line2
Ghatail,Tangail,132 kV,1.0,Ongoing,Ghatail_132kVtoTangail_132kV_Line1
Ghatail,Tangail,132 kV,1.0,Ongoing,Ghatail_132kVtoTangail_132kV_Line2
Ghatail,RPCL,132 kV,1.0,Ongoing,Ghatail_132kVtoRPCL_132kV_Line1
Ghatail,RPCL,132 kV,1.0,Ongoing,Ghatail_132kVtoRPCL_132kV_Line2
Niyamatpur,Rahanpur (LILO point),132 kV,28.0,Ongoing,Niyamatpur_132kVtoRahanpur (LILO point)_132kV_Line1
Niyamatpur,Rahanpur (LILO point),132 kV,28.0,Ongoing,Niyamatpur_132kVtoRahanpur (LILO point)_132kV_Line2
Naogaon,Joypurhat,132 kV,47.0,Existing,Naogaon_132kVtoJoypurhat_132kV_Line1
Panchagarh,Thakurgaon,132 kV,45.0,Existing,Panchagarh_132kVtoThakurgaon_132kV_Line1
US DK,Cox's Bazar,132 kV,11.0,Ongoing,US DK_132kVtoCox's Bazar_132kV_Line1
Barishal (N),Bhandaria,132 kV,47.0,Ongoing,Barishal (N)_132kVtoBhandaria_132kV_Line1
Barishal (N),Bhandaria,132 kV,47.0,Ongoing,Barishal (N)_132kVtoBhandaria_132kV_Line2
Pubail,Ghorashal,132 kV,3.0,Ongoing,Pubail_132kVtoGhorashal_132kV_Line1
Pubail,Ghorashal,132 kV,3.0,Ongoing,Pubail_132kVtoGhorashal_132kV_Line2
Pubail,Ghorashal,132 kV,3.0,Ongoing,Pubail_132kVtoGhorashal_132kV_Line3
Pubail,Ghorashal,132 kV,3.0,Ongoing,Pubail_132kVtoGhorashal_132kV_Line4
Pubail,Joydevpur,132 kV,3.0,Ongoing,Pubail_132kVtoJoydevpur_132kV_Line1
Pubail,Joydevpur,132 kV,3.0,Ongoing,Pubail_132kVtoJoydevpur_132kV_Line2
Pubail,Joydevpur,132 kV,3.0,Ongoing,Pubail_132kVtoJoydevpur_132kV_Line3
Pubail,Joydevpur,132 kV,3.0,Ongoing,Pubail_132kVtoJoydevpur_132kV_Line4
Sirangj 68MW Solar,Sirajganj,132 kV,10.0,Existing,Sirangj 68MW Solar_132kVtoSirajganj_132kV_Line1
Sirangj 68MW Solar,Sirajganj,132 kV,10.0,Existing,Sirangj 68MW Solar_132kVtoSirajganj_132kV_Line2
Muradnagar,Cumilla(N),132 kV,2.0,Existing,Muradnagar_132kVtoCumilla(N)_132kV_Line1
Muradnagar,Cumilla(N),132 kV,2.0,Existing,Muradnagar_132kVtoCumilla(N)_132kV_Line2
Muradnagar,Cumilla(N),132 kV,2.0,Existing,Muradnagar_132kVtoCumilla(N)_132kV_Line3
Muradnagar,Cumilla(N),132 kV,2.0,Existing,Muradnagar_132kVtoCumilla(N)_132kV_Line4
Muradnagar,Daudkandi,132 kV,2.0,Existing,Muradnagar_132kVtoDaudkandi_132kV_Line1
Muradnagar,Daudkandi,132 kV,2.0,Existing,Muradnagar_132kVtoDaudkandi_132kV_Line2
Muradnagar,Daudkandi,132 kV,2.0,Existing,Muradnagar_132kVtoDaudkandi_132kV_Line3
Muradnagar,Daudkandi,132 kV,2.0,Existing,Muradnagar_132kVtoDaudkandi_132kV_Line4
Bajitpur,Ashuganj,132 kV,0.0,Existing,Bajitpur_132kVtoAshuganj_132kV_Line1
Bajitpur,Ashuganj,132 kV,0.0,Existing,Bajitpur_132kVtoAshuganj_132kV_Line2
Bajitpur,Ashuganj,132 kV,0.0,Existing,Bajitpur_132kVtoAshuganj_132kV_Line3
Bajitpur,Ashuganj,132 kV,0.0,Existing,Bajitpur_132kVtoAshuganj_132kV_Line4
Bajitpur,Kishoreganj,132 kV,0.0,Existing,Bajitpur_132kVtoKishoreganj_132kV_Line1
